代码,简称,时间,周单位净值(元)
160517.OF,银行LOF,2016-05-27,0.8138
160517.OF,银行LOF,2016-06-03,0.8317
160517.OF,银行LOF,2016-06-10,0.8297
160517.OF,银行LOF,2016-06-17,0.8234
160517.OF,银行LOF,2016-06-24,0.8187
160517.OF,银行LOF,2016-07-01,0.8327
160517.OF,银行LOF,2016-07-08,0.8329
160517.OF,银行LOF,2016-07-15,0.8522
160517.OF,银行LOF,2016-07-22,0.8472
160517.OF,银行LOF,2016-07-29,0.8498
160517.OF,银行LOF,2016-08-05,0.8522
160517.OF,银行LOF,2016-08-12,0.8864
160517.OF,银行LOF,2016-08-19,0.8826
160517.OF,银行LOF,2016-08-26,0.8806
160517.OF,银行LOF,2016-09-02,0.8835
160517.OF,银行LOF,2016-09-09,0.8777
160517.OF,银行LOF,2016-09-16,0.8584
160517.OF,银行LOF,2016-09-23,0.8691
160517.OF,银行LOF,2016-09-30,0.8664
160517.OF,银行LOF,2016-10-14,0.8679
160517.OF,银行LOF,2016-10-21,0.8718
160517.OF,银行LOF,2016-10-28,0.8749
160517.OF,银行LOF,2016-11-04,0.8744
160517.OF,银行LOF,2016-11-11,0.8794
160517.OF,银行LOF,2016-11-18,0.8787
160517.OF,银行LOF,2016-11-25,0.9145
160517.OF,银行LOF,2016-12-02,0.8843
160517.OF,银行LOF,2016-12-09,0.9031
160517.OF,银行LOF,2016-12-16,0.8648
160517.OF,银行LOF,2016-12-23,0.8499
160517.OF,银行LOF,2016-12-30,0.8518
160517.OF,银行LOF,2017-01-06,0.8576
160517.OF,银行LOF,2017-01-13,0.8625
160517.OF,银行LOF,2017-01-20,0.8795
160517.OF,银行LOF,2017-01-27,0.8910
160517.OF,银行LOF,2017-02-03,0.8814
160517.OF,银行LOF,2017-02-10,0.8863
160517.OF,银行LOF,2017-02-17,0.8922
160517.OF,银行LOF,2017-02-24,0.9039
160517.OF,银行LOF,2017-03-03,0.8917
160517.OF,银行LOF,2017-03-10,0.8891
160517.OF,银行LOF,2017-03-17,0.8880
160517.OF,银行LOF,2017-03-24,0.8801
160517.OF,银行LOF,2017-03-31,0.8899
160517.OF,银行LOF,2017-04-07,0.8917
160517.OF,银行LOF,2017-04-14,0.8726
160517.OF,银行LOF,2017-04-21,0.8595
160517.OF,银行LOF,2017-04-28,0.8617
160517.OF,银行LOF,2017-05-05,0.8469
160517.OF,银行LOF,2017-05-12,0.8795
160517.OF,银行LOF,2017-05-19,0.8666
160517.OF,银行LOF,2017-05-26,0.9120
160517.OF,银行LOF,2017-06-02,0.9125
160517.OF,银行LOF,2017-06-09,0.9139
160517.OF,银行LOF,2017-06-16,0.8946
160517.OF,银行LOF,2017-06-23,0.9212
160517.OF,银行LOF,2017-06-30,0.9373
160517.OF,银行LOF,2017-07-07,0.9355
