代码,简称,时间,周单位净值(元)
159907.OF,中小300,2014-03-07,0.9868
159907.OF,中小300,2014-03-14,0.9534
159907.OF,中小300,2014-03-21,0.9564
159907.OF,中小300,2014-03-28,0.9145
159907.OF,中小300,2014-04-04,0.9402
159907.OF,中小300,2014-04-11,0.9547
159907.OF,中小300,2014-04-18,0.9565
159907.OF,中小300,2014-04-25,0.9078
159907.OF,中小300,2014-05-02,0.8977
159907.OF,中小300,2014-05-09,0.8893
159907.OF,中小300,2014-05-16,0.8897
159907.OF,中小300,2014-05-23,0.9080
159907.OF,中小300,2014-05-30,0.9224
159907.OF,中小300,2014-06-06,0.9229
159907.OF,中小300,2014-06-13,0.9422
159907.OF,中小300,2014-06-20,0.9188
159907.OF,中小300,2014-06-27,0.9451
159907.OF,中小300,2014-07-04,0.9709
159907.OF,中小300,2014-07-11,0.9586
159907.OF,中小300,2014-07-18,0.9502
159907.OF,中小300,2014-07-25,0.9557
159907.OF,中小300,2014-08-01,0.9879
159907.OF,中小300,2014-08-08,1.0130
159907.OF,中小300,2014-08-15,1.0388
159907.OF,中小300,2014-08-22,1.0635
159907.OF,中小300,2014-08-29,1.0506
159907.OF,中小300,2014-09-05,1.1019
159907.OF,中小300,2014-09-12,1.1194
159907.OF,中小300,2014-09-19,1.1106
159907.OF,中小300,2014-09-26,1.1265
159907.OF,中小300,2014-10-03,1.1452
159907.OF,中小300,2014-10-10,1.1551
159907.OF,中小300,2014-10-17,1.1217
159907.OF,中小300,2014-10-24,1.1065
159907.OF,中小300,2014-10-31,1.1426
159907.OF,中小300,2014-11-07,1.1356
159907.OF,中小300,2014-11-14,1.0957
159907.OF,中小300,2014-11-21,1.1224
159907.OF,中小300,2014-11-28,1.1526
159907.OF,中小300,2014-12-05,1.1599
159907.OF,中小300,2014-12-12,1.1743
159907.OF,中小300,2014-12-19,1.1507
159907.OF,中小300,2014-12-26,1.1262
159907.OF,中小300,2015-01-02,1.1021
159907.OF,中小300,2015-01-09,1.1354
159907.OF,中小300,2015-01-16,1.1749
159907.OF,中小300,2015-01-23,1.2128
159907.OF,中小300,2015-01-30,1.2151
159907.OF,中小300,2015-02-06,1.2093
159907.OF,中小300,2015-02-13,1.2707
159907.OF,中小300,2015-02-20,1.3080
159907.OF,中小300,2015-02-27,1.3213
159907.OF,中小300,2015-03-06,1.3389
159907.OF,中小300,2015-03-13,1.3891
159907.OF,中小300,2015-03-20,1.4998
159907.OF,中小300,2015-03-27,1.5814
159907.OF,中小300,2015-04-03,1.7064
159907.OF,中小300,2015-04-10,1.7259
159907.OF,中小300,2015-04-17,1.7109
159907.OF,中小300,2015-04-24,1.7932
159907.OF,中小300,2015-05-01,1.7810
159907.OF,中小300,2015-05-08,1.8037
159907.OF,中小300,2015-05-15,1.9579
159907.OF,中小300,2015-05-22,2.2221
159907.OF,中小300,2015-05-29,2.2464
159907.OF,中小300,2015-06-05,2.4620
159907.OF,中小300,2015-06-12,2.5277
159907.OF,中小300,2015-06-19,2.1549
159907.OF,中小300,2015-06-26,1.9428
159907.OF,中小300,2015-07-03,1.6285
159907.OF,中小300,2015-07-10,1.5761
159907.OF,中小300,2015-07-17,1.7128
159907.OF,中小300,2015-07-24,1.8025
159907.OF,中小300,2015-07-31,1.6344
159907.OF,中小300,2015-08-07,1.6998
159907.OF,中小300,2015-08-14,1.8046
159907.OF,中小300,2015-08-21,1.5782
159907.OF,中小300,2015-08-28,1.4232
159907.OF,中小300,2015-09-04,1.2909
159907.OF,中小300,2015-09-11,1.3704
159907.OF,中小300,2015-09-18,1.2869
159907.OF,中小300,2015-09-25,1.3085
159907.OF,中小300,2015-10-02,1.3257
159907.OF,中小300,2015-10-09,1.4050
159907.OF,中小300,2015-10-16,1.5321
159907.OF,中小300,2015-10-23,1.5617
159907.OF,中小300,2015-10-30,1.5646
159907.OF,中小300,2015-11-06,1.6503
159907.OF,中小300,2015-11-13,1.6861
159907.OF,中小300,2015-11-20,1.7511
159907.OF,中小300,2015-11-27,1.6568
159907.OF,中小300,2015-12-04,1.6855
159907.OF,中小300,2015-12-11,1.6586
159907.OF,中小300,2015-12-18,1.7558
159907.OF,中小300,2015-12-25,1.7677
159907.OF,中小300,2016-01-01,1.7397
159907.OF,中小300,2016-01-08,1.4771
159907.OF,中小300,2016-01-15,1.3459
159907.OF,中小300,2016-01-22,1.3646
159907.OF,中小300,2016-01-29,1.2585
159907.OF,中小300,2016-02-05,1.2981
159907.OF,中小300,2016-02-19,1.3707
159907.OF,中小300,2016-02-26,1.2833
159907.OF,中小300,2016-03-04,1.2673
159907.OF,中小300,2016-03-11,1.2486
159907.OF,中小300,2016-03-18,1.3643
159907.OF,中小300,2016-03-25,1.4014
159907.OF,中小300,2016-04-01,1.4118
159907.OF,中小300,2016-04-08,1.4245
159907.OF,中小300,2016-04-15,1.4688
159907.OF,中小300,2016-04-22,1.3944
159907.OF,中小300,2016-04-29,1.3971
159907.OF,中小300,2016-05-06,1.3987
159907.OF,中小300,2016-05-13,1.3519
159907.OF,中小300,2016-05-20,1.3618
159907.OF,中小300,2016-05-27,1.3604
159907.OF,中小300,2016-06-03,1.4376
159907.OF,中小300,2016-06-10,1.4439
159907.OF,中小300,2016-06-17,1.4327
159907.OF,中小300,2016-06-24,1.4314
159907.OF,中小300,2016-07-01,1.4737
159907.OF,中小300,2016-07-08,1.5035
159907.OF,中小300,2016-07-15,1.5231
159907.OF,中小300,2016-07-22,1.5076
159907.OF,中小300,2016-07-29,1.4438
159907.OF,中小300,2016-08-05,1.4413
159907.OF,中小300,2016-08-12,1.4605
159907.OF,中小300,2016-08-19,1.5032
159907.OF,中小300,2016-08-26,1.4894
159907.OF,中小300,2016-09-02,1.4747
159907.OF,中小300,2016-09-09,1.4936
159907.OF,中小300,2016-09-16,1.4511
159907.OF,中小300,2016-09-23,1.4713
159907.OF,中小300,2016-09-30,1.4617
159907.OF,中小300,2016-10-14,1.4928
159907.OF,中小300,2016-10-21,1.4965
159907.OF,中小300,2016-10-28,1.4873
159907.OF,中小300,2016-11-04,1.4861
159907.OF,中小300,2016-11-11,1.5006
159907.OF,中小300,2016-11-18,1.5034
159907.OF,中小300,2016-11-25,1.5032
159907.OF,中小300,2016-12-02,1.4844
159907.OF,中小300,2016-12-09,1.4848
159907.OF,中小300,2016-12-16,1.4282
159907.OF,中小300,2016-12-23,1.4168
159907.OF,中小300,2016-12-30,1.4113
159907.OF,中小300,2017-01-06,1.4239
159907.OF,中小300,2017-01-13,1.3761
159907.OF,中小300,2017-01-20,1.3546
159907.OF,中小300,2017-01-27,1.3763
159907.OF,中小300,2017-02-03,1.3734
159907.OF,中小300,2017-02-10,1.3994
159907.OF,中小300,2017-02-17,1.3980
159907.OF,中小300,2017-02-24,1.4381
159907.OF,中小300,2017-03-03,1.4434
159907.OF,中小300,2017-03-10,1.4512
159907.OF,中小300,2017-03-17,1.4643
159907.OF,中小300,2017-03-24,1.4804
159907.OF,中小300,2017-03-31,1.4500
159907.OF,中小300,2017-04-07,1.4803
159907.OF,中小300,2017-04-14,1.4540
159907.OF,中小300,2017-04-21,1.4232
159907.OF,中小300,2017-04-28,1.4121
159907.OF,中小300,2017-05-05,1.3878
159907.OF,中小300,2017-05-12,1.3562
159907.OF,中小300,2017-05-19,1.3780
159907.OF,中小300,2017-05-26,1.3586
159907.OF,中小300,2017-06-02,1.3482
159907.OF,中小300,2017-06-09,1.4032
159907.OF,中小300,2017-06-16,1.4093
159907.OF,中小300,2017-06-23,1.4195
159907.OF,中小300,2017-06-30,1.4435
159907.OF,中小300,2017-07-07,1.4556
159907.OF,中小300,2017-07-14,1.4363
159907.OF,中小300,2017-07-21,1.4289
159907.OF,中小300,2017-07-28,1.4404
159907.OF,中小300,2017-08-04,1.4307
159907.OF,中小300,2017-08-11,1.4255
159907.OF,中小300,2017-08-18,1.4764
159907.OF,中小300,2017-08-25,1.4820
159907.OF,中小300,2017-09-01,1.5175
159907.OF,中小300,2017-09-08,1.5332
159907.OF,中小300,2017-09-15,1.5427
159907.OF,中小300,2017-09-22,1.5441
159907.OF,中小300,2017-09-29,1.5517
159907.OF,中小300,2017-10-13,1.5882
159907.OF,中小300,2017-10-20,1.5707
159907.OF,中小300,2017-10-27,1.5836
159907.OF,中小300,2017-11-03,1.5563
159907.OF,中小300,2017-11-10,1.6116
159907.OF,中小300,2017-11-17,1.5515
159907.OF,中小300,2017-11-24,1.5362
159907.OF,中小300,2017-12-01,1.5303
159907.OF,中小300,2017-12-08,1.5122
159907.OF,中小300,2017-12-15,1.5234
159907.OF,中小300,2017-12-22,1.5206
159907.OF,中小300,2017-12-29,1.5087
159907.OF,中小300,2018-01-05,1.5385
159907.OF,中小300,2018-01-12,1.5422
159907.OF,中小300,2018-01-19,1.5006
159907.OF,中小300,2018-01-26,1.5235
159907.OF,中小300,2018-02-02,1.4393
159907.OF,中小300,2018-02-09,1.3474
159907.OF,中小300,2018-02-16,1.4010
159907.OF,中小300,2018-02-23,1.4348
159907.OF,中小300,2018-03-02,1.4780
159907.OF,中小300,2018-03-09,1.5166
159907.OF,中小300,2018-03-16,1.4999
159907.OF,中小300,2018-03-23,1.4177
159907.OF,中小300,2018-03-30,1.4826
159907.OF,中小300,2018-04-06,1.4554
159907.OF,中小300,2018-04-13,1.4588
159907.OF,中小300,2018-04-20,1.4182
159907.OF,中小300,2018-04-27,1.4073
159907.OF,中小300,2018-05-04,1.4247
159907.OF,中小300,2018-05-11,1.4489
159907.OF,中小300,2018-05-18,1.4528
159907.OF,中小300,2018-05-25,1.4320
159907.OF,中小300,2018-06-01,1.3898
159907.OF,中小300,2018-06-08,1.3921
159907.OF,中小300,2018-06-15,1.3476
159907.OF,中小300,2018-06-22,1.2814
159907.OF,中小300,2018-06-29,1.2823
159907.OF,中小300,2018-07-06,1.2240
159907.OF,中小300,2018-07-13,1.2840
159907.OF,中小300,2018-07-20,1.2785
159907.OF,中小300,2018-07-27,1.2814
159907.OF,中小300,2018-08-03,1.1867
159907.OF,中小300,2018-08-10,1.2108
159907.OF,中小300,2018-08-17,1.1522
159907.OF,中小300,2018-08-24,1.1682
159907.OF,中小300,2018-08-31,1.1633
159907.OF,中小300,2018-09-07,1.1443
159907.OF,中小300,2018-09-14,1.1092
159907.OF,中小300,2018-09-21,1.1424
159907.OF,中小300,2018-09-28,1.1414
159907.OF,中小300,2018-10-12,1.0153
159907.OF,中小300,2018-10-19,0.9914
159907.OF,中小300,2018-10-26,1.0045
159907.OF,中小300,2018-11-02,1.0581
159907.OF,中小300,2018-11-09,1.0270
159907.OF,中小300,2018-11-16,1.0840
159907.OF,中小300,2018-11-23,1.0232
159907.OF,中小300,2018-11-30,1.0294
159907.OF,中小300,2018-12-07,1.0396
159907.OF,中小300,2018-12-14,1.0196
159907.OF,中小300,2018-12-21,0.9781
159907.OF,中小300,2018-12-28,0.9651
159907.OF,中小300,2018-12-31,0.9647
159908.OF,创业板BS,2014-01-03,0.6864
159908.OF,创业板BS,2014-01-10,0.6505
159908.OF,创业板BS,2014-01-17,0.6461
159908.OF,创业板BS,2014-01-24,0.6772
159908.OF,创业板BS,2014-01-31,0.6638
159908.OF,创业板BS,2014-02-07,0.6703
159908.OF,创业板BS,2014-02-14,0.6929
159908.OF,创业板BS,2014-02-21,0.6856
159908.OF,创业板BS,2014-02-28,0.6580
159908.OF,创业板BS,2014-03-07,0.6608
159908.OF,创业板BS,2014-03-14,0.6426
159908.OF,创业板BS,2014-03-21,0.6544
159908.OF,创业板BS,2014-03-28,0.6493
159908.OF,创业板BS,2014-04-04,0.6615
159908.OF,创业板BS,2014-04-11,0.6778
159908.OF,创业板BS,2014-04-18,0.6675
159908.OF,创业板BS,2014-04-25,0.6453
159908.OF,创业板BS,2014-05-02,0.6407
159908.OF,创业板BS,2014-05-09,0.6340
159908.OF,创业板BS,2014-05-16,0.6419
159908.OF,创业板BS,2014-05-23,0.6474
159908.OF,创业板BS,2014-05-30,0.6537
159908.OF,创业板BS,2014-06-06,0.6473
159908.OF,创业板BS,2014-06-13,0.6600
159908.OF,创业板BS,2014-06-20,0.6405
159908.OF,创业板BS,2014-06-27,0.6545
159908.OF,创业板BS,2014-07-04,0.6640
159908.OF,创业板BS,2014-07-11,0.6632
159908.OF,创业板BS,2014-07-18,0.6778
159908.OF,创业板BS,2014-07-25,0.7058
159908.OF,创业板BS,2014-08-01,0.7245
159908.OF,创业板BS,2014-08-08,0.7312
159908.OF,创业板BS,2014-08-15,0.7440
159908.OF,创业板BS,2014-08-22,0.7528
159908.OF,创业板BS,2014-08-29,0.7349
159908.OF,创业板BS,2014-09-05,0.7705
159908.OF,创业板BS,2014-09-12,0.7727
159908.OF,创业板BS,2014-09-19,0.7705
159908.OF,创业板BS,2014-09-26,0.7753
159908.OF,创业板BS,2014-10-03,0.7812
159908.OF,创业板BS,2014-10-10,0.7931
159908.OF,创业板BS,2014-10-17,0.7848
159908.OF,创业板BS,2014-10-24,0.7620
159908.OF,创业板BS,2014-10-31,0.8034
159908.OF,创业板BS,2014-11-07,0.8086
159908.OF,创业板BS,2014-11-14,0.8141
159908.OF,创业板BS,2014-11-21,0.8199
159908.OF,创业板BS,2014-11-28,0.8768
159908.OF,创业板BS,2014-12-05,0.9471
159908.OF,创业板BS,2014-12-12,0.9947
159908.OF,创业板BS,2014-12-19,1.0180
159908.OF,创业板BS,2014-12-26,1.0245
159908.OF,创业板BS,2015-01-02,1.0409
159908.OF,创业板BS,2015-01-09,1.0488
159908.OF,创业板BS,2015-01-16,1.0553
159908.OF,创业板BS,2015-01-23,1.0447
159908.OF,创业板BS,2015-01-30,1.0281
159908.OF,创业板BS,2015-02-06,0.9885
159908.OF,创业板BS,2015-02-13,1.0373
159908.OF,创业板BS,2015-02-20,1.0554
159908.OF,创业板BS,2015-02-27,1.0713
159908.OF,创业板BS,2015-03-06,1.0650
159908.OF,创业板BS,2015-03-13,1.0929
159908.OF,创业板BS,2015-03-20,1.1772
159908.OF,创业板BS,2015-03-27,1.2187
159908.OF,创业板BS,2015-04-03,1.2907
159908.OF,创业板BS,2015-04-10,1.3335
159908.OF,创业板BS,2015-04-17,1.3468
159908.OF,创业板BS,2015-04-24,1.4141
159908.OF,创业板BS,2015-05-01,1.4104
159908.OF,创业板BS,2015-05-08,1.3540
159908.OF,创业板BS,2015-05-15,1.3959
159908.OF,创业板BS,2015-05-22,1.5172
159908.OF,创业板BS,2015-05-29,1.5162
159908.OF,创业板BS,2015-06-05,1.6626
159908.OF,创业板BS,2015-06-12,1.7269
159908.OF,创业板BS,2015-06-19,1.5399
159908.OF,创业板BS,2015-06-26,1.4654
159908.OF,创业板BS,2015-07-03,1.2842
159908.OF,创业板BS,2015-07-10,1.3012
159908.OF,创业板BS,2015-07-17,1.3497
159908.OF,创业板BS,2015-07-24,1.3709
159908.OF,创业板BS,2015-07-31,1.2798
159908.OF,创业板BS,2015-08-07,1.3234
159908.OF,创业板BS,2015-08-14,1.3872
159908.OF,创业板BS,2015-08-21,1.2442
159908.OF,创业板BS,2015-08-28,1.1573
159908.OF,创业板BS,2015-09-04,1.1277
159908.OF,创业板BS,2015-09-11,1.1223
159908.OF,创业板BS,2015-09-18,1.0496
159908.OF,创业板BS,2015-09-25,1.0344
159908.OF,创业板BS,2015-10-02,1.0308
159908.OF,创业板BS,2015-10-09,1.0765
159908.OF,创业板BS,2015-10-16,1.1364
159908.OF,创业板BS,2015-10-23,1.1472
159908.OF,创业板BS,2015-10-30,1.1437
159908.OF,创业板BS,2015-11-06,1.2114
159908.OF,创业板BS,2015-11-13,1.1989
159908.OF,创业板BS,2015-11-20,1.2210
159908.OF,创业板BS,2015-11-27,1.1551
159908.OF,创业板BS,2015-12-04,1.2408
159908.OF,创业板BS,2015-12-11,1.2236
159908.OF,创业板BS,2015-12-18,1.2995
159908.OF,创业板BS,2015-12-25,1.3312
159908.OF,创业板BS,2016-01-01,1.2977
159908.OF,创业板BS,2016-01-08,1.1870
159908.OF,创业板BS,2016-01-15,1.1039
159908.OF,创业板BS,2016-01-22,1.1046
159908.OF,创业板BS,2016-01-29,1.0535
159908.OF,创业板BS,2016-02-05,1.0613
159908.OF,创业板BS,2016-02-19,1.0933
159908.OF,创业板BS,2016-02-26,1.0686
159908.OF,创业板BS,2016-03-04,1.1007
159908.OF,创业板BS,2016-03-11,1.0695
159908.OF,创业板BS,2016-03-18,1.1129
159908.OF,创业板BS,2016-03-25,1.1262
159908.OF,创业板BS,2016-04-01,1.1297
159908.OF,创业板BS,2016-04-08,1.1242
159908.OF,创业板BS,2016-04-15,1.1536
159908.OF,创业板BS,2016-04-22,1.1137
159908.OF,创业板BS,2016-04-29,1.1142
159908.OF,创业板BS,2016-05-06,1.1069
159908.OF,创业板BS,2016-05-13,1.0854
159908.OF,创业板BS,2016-05-20,1.0819
159908.OF,创业板BS,2016-05-27,1.0812
159908.OF,创业板BS,2016-06-03,1.1242
159908.OF,创业板BS,2016-06-10,1.1162
159908.OF,创业板BS,2016-06-17,1.1097
159908.OF,创业板BS,2016-06-24,1.1037
159908.OF,创业板BS,2016-07-01,1.1301
159908.OF,创业板BS,2016-07-08,1.1241
159908.OF,创业板BS,2016-07-15,1.1553
159908.OF,创业板BS,2016-07-22,1.1330
159908.OF,创业板BS,2016-07-29,1.1289
159908.OF,创业板BS,2016-08-05,1.1410
159908.OF,创业板BS,2016-08-12,1.1712
159908.OF,创业板BS,2016-08-19,1.2028
159908.OF,创业板BS,2016-08-26,1.1783
159908.OF,创业板BS,2016-09-02,1.1787
159908.OF,创业板BS,2016-09-09,1.1920
159908.OF,创业板BS,2016-09-16,1.1602
159908.OF,创业板BS,2016-09-23,1.1859
159908.OF,创业板BS,2016-09-30,1.1890
159908.OF,创业板BS,2016-10-14,1.2025
159908.OF,创业板BS,2016-10-21,1.2038
159908.OF,创业板BS,2016-10-28,1.2072
159908.OF,创业板BS,2016-11-04,1.2104
159908.OF,创业板BS,2016-11-11,1.2490
159908.OF,创业板BS,2016-11-18,1.2499
159908.OF,创业板BS,2016-11-25,1.2927
159908.OF,创业板BS,2016-12-02,1.2899
159908.OF,创业板BS,2016-12-09,1.2743
159908.OF,创业板BS,2016-12-16,1.2219
159908.OF,创业板BS,2016-12-23,1.1970
159908.OF,创业板BS,2016-12-30,1.1998
159908.OF,创业板BS,2017-01-06,1.2212
159908.OF,创业板BS,2017-01-13,1.2014
159908.OF,创业板BS,2017-01-20,1.2055
159908.OF,创业板BS,2017-01-27,1.2285
159908.OF,创业板BS,2017-02-03,1.2195
159908.OF,创业板BS,2017-02-10,1.2527
159908.OF,创业板BS,2017-02-17,1.2645
159908.OF,创业板BS,2017-02-24,1.2869
159908.OF,创业板BS,2017-03-03,1.2714
159908.OF,创业板BS,2017-03-10,1.2778
159908.OF,创业板BS,2017-03-17,1.2877
159908.OF,创业板BS,2017-03-24,1.3134
159908.OF,创业板BS,2017-03-31,1.2904
159908.OF,创业板BS,2017-04-07,1.3247
159908.OF,创业板BS,2017-04-14,1.3230
159908.OF,创业板BS,2017-04-21,1.3094
159908.OF,创业板BS,2017-04-28,1.2945
159908.OF,创业板BS,2017-05-05,1.2700
159908.OF,创业板BS,2017-05-12,1.2517
159908.OF,创业板BS,2017-05-19,1.2735
159908.OF,创业板BS,2017-05-26,1.2758
159908.OF,创业板BS,2017-06-02,1.2704
159908.OF,创业板BS,2017-06-09,1.3228
159908.OF,创业板BS,2017-06-16,1.3187
159908.OF,创业板BS,2017-06-23,1.3660
159908.OF,创业板BS,2017-06-30,1.3925
159908.OF,创业板BS,2017-07-07,1.3921
159908.OF,创业板BS,2017-07-14,1.4045
159908.OF,创业板BS,2017-07-21,1.4148
159908.OF,创业板BS,2017-07-28,1.4107
159908.OF,创业板BS,2017-08-04,1.4067
159908.OF,创业板BS,2017-08-11,1.3760
159908.OF,创业板BS,2017-08-18,1.4047
159908.OF,创业板BS,2017-08-25,1.4201
159908.OF,创业板BS,2017-09-01,1.4446
159908.OF,创业板BS,2017-09-08,1.4516
159908.OF,创业板BS,2017-09-15,1.4750
159908.OF,创业板BS,2017-09-22,1.4769
159908.OF,创业板BS,2017-09-29,1.4686
159908.OF,创业板BS,2017-10-13,1.5130
159908.OF,创业板BS,2017-10-20,1.4940
159908.OF,创业板BS,2017-10-27,1.5409
159908.OF,创业板BS,2017-11-03,1.5128
159908.OF,创业板BS,2017-11-10,1.5712
159908.OF,创业板BS,2017-11-17,1.5505
159908.OF,创业板BS,2017-11-24,1.5562
159908.OF,创业板BS,2017-12-01,1.5147
159908.OF,创业板BS,2017-12-08,1.4994
159908.OF,创业板BS,2017-12-15,1.5060
159908.OF,创业板BS,2017-12-22,1.5401
159908.OF,创业板BS,2017-12-29,1.5451
159908.OF,创业板BS,2018-01-05,1.6058
159908.OF,创业板BS,2018-01-12,1.6470
159908.OF,创业板BS,2018-01-19,1.6616
159908.OF,创业板BS,2018-01-26,1.6998
159908.OF,创业板BS,2018-02-02,1.6296
159908.OF,创业板BS,2018-02-09,1.4534
159908.OF,创业板BS,2018-02-16,1.5264
159908.OF,创业板BS,2018-02-23,1.5630
159908.OF,创业板BS,2018-03-02,1.5422
159908.OF,创业板BS,2018-03-09,1.5802
159908.OF,创业板BS,2018-03-16,1.5590
159908.OF,创业板BS,2018-03-23,1.4680
159908.OF,创业板BS,2018-03-30,1.4860
159908.OF,创业板BS,2018-04-06,1.4728
159908.OF,创业板BS,2018-04-13,1.4755
159908.OF,创业板BS,2018-04-20,1.4372
159908.OF,创业板BS,2018-04-27,1.4152
159908.OF,创业板BS,2018-05-04,1.4287
159908.OF,创业板BS,2018-05-11,1.4659
159908.OF,创业板BS,2018-05-18,1.4774
159908.OF,创业板BS,2018-05-25,1.4417
159908.OF,创业板BS,2018-06-01,1.4294
159908.OF,创业板BS,2018-06-08,1.4375
159908.OF,创业板BS,2018-06-15,1.4226
159908.OF,创业板BS,2018-06-22,1.3566
159908.OF,创业板BS,2018-06-29,1.3234
159908.OF,创业板BS,2018-07-06,1.2531
159908.OF,创业板BS,2018-07-13,1.3040
159908.OF,创业板BS,2018-07-20,1.2972
159908.OF,创业板BS,2018-07-27,1.3151
159908.OF,创业板BS,2018-08-03,1.2309
159908.OF,创业板BS,2018-08-10,1.2654
159908.OF,创业板BS,2018-08-17,1.2040
159908.OF,创业板BS,2018-08-24,1.2256
159908.OF,创业板BS,2018-08-31,1.2317
159908.OF,创业板BS,2018-09-07,1.2051
159908.OF,创业板BS,2018-09-14,1.1941
159908.OF,创业板BS,2018-09-21,1.2471
159908.OF,创业板BS,2018-09-28,1.2469
159908.OF,创业板BS,2018-10-12,1.1428
159908.OF,创业板BS,2018-10-19,1.1190
159908.OF,创业板BS,2018-10-26,1.1521
159908.OF,创业板BS,2018-11-02,1.1865
159908.OF,创业板BS,2018-11-09,1.1534
159908.OF,创业板BS,2018-11-16,1.2050
159908.OF,创业板BS,2018-11-23,1.1557
159908.OF,创业板BS,2018-11-30,1.1607
159908.OF,创业板BS,2018-12-07,1.1665
159908.OF,创业板BS,2018-12-14,1.1319
159908.OF,创业板BS,2018-12-21,1.0977
159908.OF,创业板BS,2018-12-28,1.0821
159908.OF,创业板BS,2018-12-31,1.0819
159909.OF,深TMT,2014-01-03,3.7070
159909.OF,深TMT,2014-01-10,3.5860
159909.OF,深TMT,2014-01-17,3.6230
159909.OF,深TMT,2014-01-24,3.8280
159909.OF,深TMT,2014-01-31,3.7850
159909.OF,深TMT,2014-02-07,3.8570
159909.OF,深TMT,2014-02-14,3.8880
159909.OF,深TMT,2014-02-21,3.8600
159909.OF,深TMT,2014-02-28,3.6970
159909.OF,深TMT,2014-03-07,3.6500
159909.OF,深TMT,2014-03-14,3.5700
159909.OF,深TMT,2014-03-21,3.5140
159909.OF,深TMT,2014-03-28,3.3830
159909.OF,深TMT,2014-04-04,3.5130
159909.OF,深TMT,2014-04-11,3.5800
159909.OF,深TMT,2014-04-18,3.5680
159909.OF,深TMT,2014-04-25,3.3830
159909.OF,深TMT,2014-05-02,3.3730
159909.OF,深TMT,2014-05-09,3.3340
159909.OF,深TMT,2014-05-16,3.3200
159909.OF,深TMT,2014-05-23,3.3910
159909.OF,深TMT,2014-05-30,3.4710
159909.OF,深TMT,2014-06-06,3.4960
159909.OF,深TMT,2014-06-13,3.5730
159909.OF,深TMT,2014-06-20,3.4610
159909.OF,深TMT,2014-06-27,3.5390
159909.OF,深TMT,2014-07-04,3.5770
159909.OF,深TMT,2014-07-11,3.4470
159909.OF,深TMT,2014-07-18,3.3750
159909.OF,深TMT,2014-07-25,3.3990
159909.OF,深TMT,2014-08-01,3.5070
159909.OF,深TMT,2014-08-08,3.6120
159909.OF,深TMT,2014-08-15,3.6660
159909.OF,深TMT,2014-08-22,3.7910
159909.OF,深TMT,2014-08-29,3.7150
159909.OF,深TMT,2014-09-05,3.8800
159909.OF,深TMT,2014-09-12,3.8690
159909.OF,深TMT,2014-09-19,3.7810
159909.OF,深TMT,2014-09-26,3.8000
159909.OF,深TMT,2014-10-03,3.8430
159909.OF,深TMT,2014-10-10,3.8750
159909.OF,深TMT,2014-10-17,3.7770
159909.OF,深TMT,2014-10-24,3.7220
159909.OF,深TMT,2014-10-31,3.8140
159909.OF,深TMT,2014-11-07,3.8030
159909.OF,深TMT,2014-11-14,3.7070
159909.OF,深TMT,2014-11-21,3.8090
159909.OF,深TMT,2014-11-28,3.9330
159909.OF,深TMT,2014-12-05,4.1140
159909.OF,深TMT,2014-12-12,4.2330
159909.OF,深TMT,2014-12-19,4.2130
159909.OF,深TMT,2014-12-26,4.1300
159909.OF,深TMT,2015-01-02,3.9790
159909.OF,深TMT,2015-01-09,4.2270
159909.OF,深TMT,2015-01-16,4.4910
159909.OF,深TMT,2015-01-23,4.6000
159909.OF,深TMT,2015-01-30,4.5330
159909.OF,深TMT,2015-02-06,4.5900
159909.OF,深TMT,2015-02-13,4.8720
159909.OF,深TMT,2015-02-20,5.1100
159909.OF,深TMT,2015-02-27,5.1300
159909.OF,深TMT,2015-03-06,5.0780
159909.OF,深TMT,2015-03-13,5.3040
159909.OF,深TMT,2015-03-20,5.6880
159909.OF,深TMT,2015-03-27,5.8840
159909.OF,深TMT,2015-04-03,6.3370
159909.OF,深TMT,2015-04-10,6.3860
159909.OF,深TMT,2015-04-17,6.2880
159909.OF,深TMT,2015-04-24,6.8910
159909.OF,深TMT,2015-05-01,7.2100
159909.OF,深TMT,2015-05-08,7.2440
159909.OF,深TMT,2015-05-15,7.8060
159909.OF,深TMT,2015-05-22,8.7240
159909.OF,深TMT,2015-05-29,8.6790
159909.OF,深TMT,2015-06-05,9.4010
159909.OF,深TMT,2015-06-12,9.5350
159909.OF,深TMT,2015-06-19,8.0940
159909.OF,深TMT,2015-06-26,7.2010
159909.OF,深TMT,2015-07-03,6.4120
159909.OF,深TMT,2015-07-10,6.0660
159909.OF,深TMT,2015-07-17,6.7400
159909.OF,深TMT,2015-07-24,6.9980
159909.OF,深TMT,2015-07-31,6.3910
159909.OF,深TMT,2015-08-07,6.4630
159909.OF,深TMT,2015-08-14,6.7260
159909.OF,深TMT,2015-08-21,6.0240
159909.OF,深TMT,2015-08-28,5.3790
159909.OF,深TMT,2015-09-04,4.9600
159909.OF,深TMT,2015-09-11,5.2280
159909.OF,深TMT,2015-09-18,4.9090
159909.OF,深TMT,2015-09-25,4.9860
159909.OF,深TMT,2015-10-02,5.0690
159909.OF,深TMT,2015-10-09,5.3510
159909.OF,深TMT,2015-10-16,5.8480
159909.OF,深TMT,2015-10-23,5.9890
159909.OF,深TMT,2015-10-30,5.9360
159909.OF,深TMT,2015-11-06,6.2980
159909.OF,深TMT,2015-11-13,6.2370
159909.OF,深TMT,2015-11-20,6.4230
159909.OF,深TMT,2015-11-27,6.0180
