Trddt,Yield
2016/3/30,1.9507
2016/3/31,1.9637
2016/4/1,1.8407
2016/4/5,1.7997
2016/4/6,1.7897
2016/4/7,1.785
2016/4/8,1.7867
2016/4/11,1.7417
2016/4/12,1.7497
2016/4/13,1.7527
2016/4/14,1.7557
2016/4/15,1.7217
2016/4/18,1.6947
2016/4/19,1.7507
2016/4/20,1.7647
2016/4/21,1.7757
2016/4/22,1.8847
2016/4/25,1.9117
2016/4/26,1.8027
2016/4/27,1.8407
2016/4/28,1.8877
2016/4/29,1.8157
2016/5/3,1.77
2016/5/4,1.7167
2016/5/5,1.7177
2016/5/6,1.7167
2016/5/9,1.7157
2016/5/10,1.7157
2016/5/11,1.7157
2016/5/12,1.7167
2016/5/13,1.7187
2016/5/16,1.7217
2016/5/17,1.7277
2016/5/18,1.7277
2016/5/19,1.7267
2016/5/20,1.7247
2016/5/23,1.7747
2016/5/24,1.7727
2016/5/25,1.8227
2016/5/26,1.8727
2016/5/27,1.8727
2016/5/30,1.8737
2016/5/31,1.8237
2016/6/1,1.8537
2016/6/2,1.8517
2016/6/3,1.8467
2016/6/6,1.7957
2016/6/7,1.7977
2016/6/8,1.7977
2016/6/12,1.7977
2016/6/13,1.7946
2016/6/14,1.7446
2016/6/15,1.6946
2016/6/16,1.6966
2016/6/17,1.6996
2016/6/20,1.6546
2016/6/21,1.6636
2016/6/22,1.6716
2016/6/23,1.6766
2016/6/24,1.6796
2016/6/27,1.6826
2016/6/28,1.7846
2016/6/29,1.8826
2016/6/30,1.8816
2016/7/1,1.8716
2016/7/4,1.8586
2016/7/5,1.9086
2016/7/6,1.9386
2016/7/7,1.9686
2016/7/8,1.9676
2016/7/11,1.9676
2016/7/12,1.9656
2016/7/13,1.9646
2016/7/14,1.9646
2016/7/15,1.9676
2016/7/18,1.9176
2016/7/19,1.8946
2016/7/20,1.8966
2016/7/21,1.8996
2016/7/22,1.9146
2016/7/25,1.9236
2016/7/26,1.9566
2016/7/27,1.9576
2016/7/28,1.9476
2016/7/29,1.9366
2016/8/1,1.9508
2016/8/2,1.9468
2016/8/3,1.9086
2016/8/4,1.8866
2016/8/5,1.9266
2016/8/8,1.9296
2016/8/9,1.9346
2016/8/10,1.9416
2016/8/11,1.9456
2016/8/12,1.9456
2016/8/15,1.9479
2016/8/16,1.9166
2016/8/17,1.9166
2016/8/18,1.9176
2016/8/19,1.9476
2016/8/22,1.8979
2016/8/23,1.9076
2016/8/24,1.9176
2016/8/25,1.8686
2016/8/26,1.8785
2016/8/29,1.8835
2016/8/30,1.8975
2016/8/31,1.8995
2016/9/1,1.8605
2016/9/2,1.8605
2016/9/5,1.8645
2016/9/6,1.8715
2016/9/7,1.8448
2016/9/8,1.8455
2016/9/9,1.8495
2016/9/12,1.8595
2016/9/13,1.8725
2016/9/14,1.8925
2016/9/18,1.9252
2016/9/19,1.9392
2016/9/20,1.9442
2016/9/21,2.0022
2016/9/22,2.0332
2016/9/23,2.032
2016/9/26,2.0292
2016/9/27,2.0312
2016/9/28,2.0312
2016/9/29,1.9812
2016/9/30,1.9812
2016/10/8,1.8472
2016/10/9,1.8292
2016/10/10,1.8292
2016/10/11,1.8502
2016/10/12,1.8472
2016/10/13,1.8482
2016/10/14,1.8502
2016/10/17,1.8562
2016/10/18,1.8702
2016/10/19,1.9202
2016/10/20,1.9122
2016/10/21,1.9062
2016/10/24,1.9152
2016/10/25,1.9517
2016/10/26,2.0178
2016/10/27,2.0633
2016/10/28,1.9976
2016/10/31,2.0381
2016/11/1,1.9923
2016/11/2,2.0119
2016/11/3,1.947
2016/11/4,1.967
2016/11/7,1.9411
2016/11/8,1.9665
2016/11/9,1.9853
2016/11/10,1.9653
2016/11/11,1.9453
2016/11/14,1.9653
2016/11/15,1.9927
2016/11/16,1.9504
2016/11/17,1.9524
2016/11/18,1.9584
2016/11/21,1.9384
2016/11/22,1.9262
2016/11/23,1.8762
2016/11/24,1.8637
2016/11/25,1.884
2016/11/28,1.984
2016/11/29,2.034
2016/11/30,2.2536
2016/12/1,2.4036
2016/12/2,2.3377
2016/12/5,2.1722
2016/12/6,2.1587
2016/12/7,2.0421
2016/12/8,2.0198
2016/12/9,2.0554
2016/12/12,2.0592
2016/12/13,2.1181
2016/12/14,2.0181
2016/12/15,2.0181
2016/12/16,2.0371
2016/12/19,2.2663
2016/12/20,2.5013
2016/12/21,2.315
2016/12/22,2.2915
2016/12/23,2.2915
2016/12/26,2.3115
2016/12/27,2.2615
2016/12/28,2.2435
2016/12/29,2.2245
2016/12/30,2.1752
2016/12/31,2.1752
2017/1/3,2.1542
2017/1/4,2.1712
2017/1/5,2.1292
2017/1/6,2.0658
2017/1/9,2.0478
2017/1/10,1.9682
2017/1/11,1.8879
2017/1/12,1.8869
2017/1/13,1.8274
2017/1/16,1.8944
2017/1/17,2.1451
2017/1/18,2.2499
2017/1/19,2.2859
2017/1/20,2.2971
2017/1/22,2.1101
2017/1/23,2.0961
2017/1/24,2.2082
2017/1/25,2.217
2017/1/26,2.2343
2017/2/3,2.2909
2017/2/4,2.3466
2017/2/6,2.2466
2017/2/7,2.2631
2017/2/8,2.2731
2017/2/9,2.2731
2017/2/10,2.2424
2017/2/13,2.2324
2017/2/14,2.2194
2017/2/15,2.1694
2017/2/16,2.203
2017/2/17,2.23
2017/2/20,2.2786
2017/2/21,2.3034
2017/2/22,2.3594
2017/2/23,2.3868
2017/2/24,2.3868
2017/2/27,2.345
2017/2/28,2.4042
2017/3/1,2.4816
2017/3/2,2.4484
2017/3/3,2.3563
2017/3/6,2.3063
2017/3/7,2.3216
2017/3/8,2.1768
2017/3/9,2.1622
2017/3/10,2.1081
2017/3/13,1.9616
2017/3/14,1.9116
2017/3/15,2.0116
2017/3/16,2.1002
2017/3/17,2.2922
2017/3/20,2.3476
2017/3/21,2.5465
2017/3/22,2.7523
2017/3/23,2.619
2017/3/24,2.619
2017/3/27,2.619
2017/3/28,2.719
2017/3/29,2.862
2017/3/30,2.8637
2017/3/31,2.8437
2017/4/1,2.7346
2017/4/5,2.7821
2017/4/6,2.7658
2017/4/7,2.7198
2017/4/10,2.6661
2017/4/11,2.6321
2017/4/12,2.6367
2017/4/13,2.4773
2017/4/14,2.3744
2017/4/17,2.3126
2017/4/18,2.3116
2017/4/19,2.3667
2017/4/20,2.5667
2017/4/21,2.5843
2017/4/24,2.516
2017/4/25,2.4913
2017/4/26,2.4946
2017/4/27,2.5476
2017/4/28,2.6174
2017/5/2,2.6504
2017/5/3,2.6764
2017/5/4,2.6789
2017/5/5,2.6718
2017/5/8,2.6976
2017/5/9,2.6594
2017/5/10,2.6696
2017/5/11,2.6247
2017/5/12,2.5309
2017/5/15,2.4558
2017/5/16,2.5368
2017/5/17,2.5669
2017/5/18,2.6032
2017/5/19,2.4927
2017/5/22,2.5427
2017/5/23,2.5009
2017/5/24,2.5218
2017/5/25,2.5852
2017/5/26,2.6053
2017/5/27,2.5863
2017/5/31,2.6474
2017/6/1,2.5848
2017/6/2,2.7276
2017/6/5,2.749
2017/6/6,2.7534
2017/6/7,2.4568
2017/6/8,2.3238
2017/6/9,2.4756
2017/6/12,2.4714
2017/6/13,2.4518
2017/6/14,2.5607
2017/6/15,2.723
2017/6/16,2.7642
2017/6/19,2.8441
2017/6/20,2.8631
2017/6/21,2.8831
2017/6/22,2.9021
2017/6/23,2.9493
2017/6/26,2.9493
2017/6/27,2.9493
2017/6/28,2.917
2017/6/29,2.8133
2017/6/30,2.8293
2017/7/3,2.8801
2017/7/4,2.8494
2017/7/5,2.8494
2017/7/6,2.7642
2017/7/7,2.7067
2017/7/10,2.677
2017/7/11,2.677
2017/7/12,2.6775
2017/7/13,2.6575
2017/7/14,2.6375
2017/7/17,2.6375
2017/7/18,2.7398
2017/7/19,2.8638
2017/7/20,2.9237
2017/7/21,2.8346
2017/7/24,2.8429
2017/7/25,2.8976
2017/7/26,2.9318
2017/7/27,2.8995
2017/7/28,2.8186
2017/7/31,2.6977
2017/8/1,2.7317
2017/8/2,2.7472
2017/8/3,2.6684
2017/8/4,2.5112
2017/8/7,2.4204
2017/8/8,2.3432
2017/8/9,2.3456
2017/8/10,2.3483
2017/8/11,2.3302
2017/8/14,2.3302
2017/8/15,2.3757
2017/8/16,2.3665
2017/8/17,2.4779
2017/8/18,2.4345
2017/8/21,2.4825
2017/8/22,2.5842
2017/8/23,2.4873
2017/8/24,2.4053
2017/8/25,2.3432
2017/8/28,2.3432
2017/8/29,2.6522
2017/8/30,2.7981
2017/8/31,2.843
2017/9/1,2.7307
2017/9/4,2.4586
2017/9/5,2.4269
2017/9/6,2.4364
2017/9/7,2.3983
2017/9/8,2.3839
2017/9/11,2.3943
2017/9/12,2.26
2017/9/13,2.2751
2017/9/14,2.4915
2017/9/15,2.5036
2017/9/18,2.687
2017/9/19,2.7987
2017/9/20,2.9261
2017/9/21,2.9261
2017/9/22,2.8501
2017/9/25,2.8501
2017/9/26,2.9516
2017/9/27,3.0535
2017/9/28,3.2568
2017/9/29,3.1438
2017/9/30,3.2428
2017/10/9,3.0448
2017/10/10,3.0448
2017/10/11,3.0186
2017/10/12,2.9647
2017/10/13,2.8429
2017/10/16,2.7823
2017/10/17,2.56
2017/10/18,2.5154
2017/10/19,2.4862
2017/10/20,2.4532
2017/10/23,2.5824
2017/10/24,2.6919
2017/10/25,2.7784
2017/10/26,2.7784
2017/10/27,2.8029
2017/10/30,2.8213
2017/10/31,3.034
2017/11/1,3.034
2017/11/2,2.9894
2017/11/3,2.7311
2017/11/6,2.6155
2017/11/7,2.6155
2017/11/8,2.6759
2017/11/9,2.7285
2017/11/10,2.7618
2017/11/13,2.8462
2017/11/14,2.8462
2017/11/15,2.8384
2017/11/16,2.8338
2017/11/17,2.7718
2017/11/20,2.8198
2017/11/21,2.8569
2017/11/22,3.0869
2017/11/23,3.2146
2017/11/24,3.1614
2017/11/27,3.1006
2017/11/28,3.0021
2017/11/29,3.0021
2017/11/30,3.0021
2017/12/1,2.8461
2017/12/4,2.5987
2017/12/5,2.5777
2017/12/6,2.5987
2017/12/7,2.5913
2017/12/8,2.6143
2017/12/11,2.6943
2017/12/12,2.5923
2017/12/13,2.6206
2017/12/14,2.6356
2017/12/15,2.5566
2017/12/18,2.5838
2017/12/19,2.6018
2017/12/20,2.6018
2017/12/21,2.5368
2017/12/22,2.4838
2017/12/25,2.4408
2017/12/26,2.4608
2017/12/27,2.5378
2017/12/28,2.5378
2017/12/29,2.5378
2017/12/30,2.5378
2017/12/31,2.5378
2018/1/2,2.3548
2018/1/3,2.2613
2018/1/4,2.2028
2018/1/5,2.1818
2018/1/8,2.2179
2018/1/9,2.2859
2018/1/10,2.3999
2018/1/11,2.5889
2018/1/12,2.5869
2018/1/15,2.5869
2018/1/16,2.8237
2018/1/17,3.1713
2018/1/18,3.2086
2018/1/19,3.2231
2018/1/22,3.0024
2018/1/23,2.8485
2018/1/24,2.8205
2018/1/25,2.7869
2018/1/26,2.7741
2018/1/29,2.7883
2018/1/30,2.7763
2018/1/31,2.8563
2018/2/1,2.6921
2018/2/2,2.6921
2018/2/5,2.6921
2018/2/6,2.6953
2018/2/7,2.6501
2018/2/8,2.6501
2018/2/9,2.6501
2018/2/11,2.6401
2018/2/12,2.6171
2018/2/13,2.6191
2018/2/14,2.6191
2018/2/22,2.6191
2018/2/23,2.5575
2018/2/24,2.5205
2018/2/26,2.5315
2018/2/27,2.5215
2018/2/28,2.6685
2018/3/1,2.6685
2018/3/2,2.7505
2018/3/5,2.7505
2018/3/6,2.7155
2018/3/7,2.6905
2018/3/8,2.6961
2018/3/9,2.6991
2018/3/12,2.7121
2018/3/13,2.7631
2018/3/14,2.7591
2018/3/15,2.7581
2018/3/16,2.5481
2018/3/19,2.5231
2018/3/20,2.5231
2018/3/21,2.5211
2018/3/22,2.5111
2018/3/23,2.5071
2018/3/26,2.3571
2018/3/27,2.4056
2018/3/28,2.3867
2018/3/29,2.8207
2018/3/30,2.9297
2018/4/2,2.8617
2018/4/3,2.799
2018/4/4,2.5849
2018/4/9,2.4119
2018/4/10,2.2619
2018/4/11,2.1619
2018/4/12,2.2316
2018/4/13,2.2316
2018/4/16,2.2566
2018/4/17,2.3396
2018/4/18,2.3536
2018/4/19,2.6852
2018/4/20,2.6992
2018/4/23,2.6992
2018/4/24,3.3905
2018/4/25,2.9902
2018/4/26,3.2512
2018/4/27,3.2915
2018/5/2,2.8742
2018/5/3,2.8352
2018/5/4,2.5152
2018/5/7,2.5152
2018/5/8,2.2456
2018/5/9,2.1906
2018/5/10,2.1796
2018/5/11,2.1796
2018/5/14,2.2936
2018/5/15,2.3915
2018/5/16,2.5315
2018/5/17,2.3099
2018/5/18,2.2759
2018/5/21,2.2399
2018/5/22,2.3536
2018/5/23,2.4629
2018/5/24,2.493
2018/5/25,2.4962
2018/5/28,2.5012
2018/5/29,2.6373
2018/5/30,2.7868
2018/5/31,2.7835
2018/6/1,2.7535
2018/6/4,2.6212
2018/6/5,2.6212
2018/6/6,2.6212
2018/6/7,2.4373
2018/6/8,2.2715
2018/6/11,2.2815
2018/6/12,2.2925
2018/6/13,2.2975
2018/6/14,2.2995
2018/6/15,2.3005
2018/6/19,2.2235
2018/6/20,2.3526
2018/6/21,2.2935
2018/6/22,2.2865
2018/6/25,2.2645
2018/6/26,2.2185
2018/6/27,2.1455
2018/6/28,1.9895
2018/6/29,2.3285
2018/7/2,2.2195
2018/7/3,2.1205
2018/7/4,1.8995
2018/7/5,1.8983
2018/7/6,1.8451
2018/7/9,1.9038
2018/7/10,1.9038
2018/7/11,1.863
2018/7/12,1.7834
2018/7/13,1.8647
2018/7/16,2.0617
2018/7/17,2.1212
2018/7/18,1.8848
2018/7/19,1.8072
2018/7/20,2.0634
2018/7/23,2.071
2018/7/24,2.1445
2018/7/25,2.0911
2018/7/26,2.0631
2018/7/27,1.9848
2018/7/30,1.9955
2018/7/31,1.995
2018/8/1,1.957
2018/8/2,1.9984
2018/8/3,1.8842
2018/8/6,1.7753
2018/8/7,1.6819
2018/8/8,1.4909
2018/8/9,1.6247
2018/8/10,1.8287
2018/8/13,1.8887
2018/8/14,1.9013
2018/8/15,1.9183
2018/8/16,1.9321
2018/8/17,2.0011
2018/8/20,2.0461
2018/8/21,2.0461
2018/8/22,1.9481
2018/8/23,1.8907
2018/8/24,1.8287
2018/8/27,1.8767
2018/8/28,1.8622
2018/8/29,1.9096
2018/8/30,1.7971
2018/8/31,1.8291
2018/9/3,1.7971
2018/9/4,1.7151
2018/9/5,1.6841
2018/9/6,2.0141
2018/9/7,2.1031
2018/9/10,2.0851
2018/9/11,2.1021
2018/9/12,2.0691
2018/9/13,2.0421
2018/9/14,1.9732
2018/9/17,1.9502
2018/9/18,2.1163
2018/9/19,2.0298
2018/9/20,1.9868
2018/9/21,1.9818
2018/9/25,2.0108
2018/9/26,2.0108
2018/9/27,1.9178
2018/9/28,1.9063
2018/9/29,1.9063
2018/9/30,1.9063
2018/10/8,1.7893
2018/10/9,1.8267
2018/10/10,1.7753
2018/10/11,1.7999
2018/10/12,1.7999
2018/10/15,1.7944
2018/10/16,1.888
2018/10/17,1.8653
2018/10/18,1.8836
2018/10/19,1.8705
2018/10/22,1.8305
2018/10/23,1.8065
2018/10/24,1.7485
2018/10/25,1.5705
2018/10/26,1.5205
2018/10/29,1.5205
2018/10/30,1.5205
2018/10/31,1.8805
2018/11/1,1.8805
2018/11/2,1.8805
2018/11/5,1.8805
2018/11/6,1.8753
2018/11/7,1.8729
2018/11/8,1.8729
2018/11/9,1.8729
2018/11/12,2
2018/11/13,2
2018/11/14,1.857
2018/11/15,1.871
2018/11/16,1.8887
2018/11/19,2.0887
2018/11/20,2.0881
2018/11/21,2.0581
2018/11/22,1.9351
2018/11/23,1.8714
2018/11/26,1.86
2018/11/27,1.86
2018/11/28,1.843
2018/11/29,1.843
2018/11/30,2.223
2018/12/3,1.8345
2018/12/4,1.7469
2018/12/5,1.5689
2018/12/6,1.7099
2018/12/7,1.7079
2018/12/10,1.7449
2018/12/11,1.7549
2018/12/12,1.7159
2018/12/13,1.7256
2018/12/14,1.78
2018/12/17,1.75
2018/12/18,1.794
2018/12/19,1.779
2018/12/20,1.692
2018/12/21,1.611
2018/12/24,1.441
2018/12/25,1.441
2018/12/26,1.442
2018/12/27,1.442
2018/12/28,1.442
2018/12/29,1.442
2018/12/30,1.442
2018/12/31,1.442
2019/1/2,1.442
2019/1/3,1.442
2019/1/4,1.442
2019/1/7,1.442
2019/1/8,1.409
2019/1/9,1.562
2019/1/10,1.662
2019/1/11,1.632
2019/1/14,1.802
2019/1/15,1.802
2019/1/16,1.862
2019/1/17,1.815
2019/1/18,1.735
2019/1/21,1.805
2019/1/22,1.805
2019/1/23,1.806
2019/1/24,1.825
2019/1/25,1.915
2019/1/28,1.745
2019/1/29,1.635
2019/1/30,1.565
2019/1/31,1.805
2019/2/1,1.655
2019/2/2,1.825
2019/2/3,1.647
2019/2/11,1.827
2019/2/12,1.587
2019/2/13,1.587
2019/2/14,1.587
2019/2/15,1.587
2019/2/18,1.697
2019/2/19,1.837
2019/2/20,1.727
2019/2/21,1.907
2019/2/22,1.9821
2019/2/25,1.9821
2019/2/26,2.0821
2019/2/27,2.0321
2019/2/28,1.9621
2019/3/1,1.6621
2019/3/4,1.4621
2019/3/5,1.6471
2019/3/6,1.7477
2019/3/7,1.7337
2019/3/8,1.7207
2019/3/11,1.7207
2019/3/12,1.9207
2019/3/13,1.7486
2019/3/14,1.9486
2019/3/15,1.9881
2019/3/18,1.9906
2019/3/19,2.0678
2019/3/20,2.1101
2019/3/21,2.1601
2019/3/22,2.1201
2019/3/25,2.0401
2019/3/26,2.0001
2019/3/27,1.8001
2019/3/28,1.5701
2019/3/29,2.0201
2019/4/1,1.8491
2019/4/2,1.4901
2019/4/3,1.1971
2019/4/4,1.1971
2019/4/8,1.2081
2019/4/9,1.5771
2019/4/10,1.9771
2019/4/11,1.9771
2019/4/12,1.8941
2019/4/15,2.0391
2019/4/16,2.2774
2019/4/17,2.3158
2019/4/18,2.3158
2019/4/19,1.9658
2019/4/22,1.8618
2019/4/23,1.9718
2019/4/24,1.9718
2019/4/25,2.0518
2019/4/26,2.0518
2019/4/28,2.041
2019/4/29,1.921
2019/4/30,1.921
2019/5/5,1.625
2019/5/6,1.625
2019/5/7,1.375
2019/5/8,1.325
2019/5/9,1.525
2019/5/10,1.5733
2019/5/13,1.5733
2019/5/14,1.8296
2019/5/15,1.9507
2019/5/16,1.9497
2019/5/17,1.8027
2019/5/20,2.2532
2019/5/21,2.2532
2019/5/22,2.1262
2019/5/23,2.0262
2019/5/24,1.9762
2019/5/27,2.1762
2019/5/28,2.1936
2019/5/29,1.9246
2019/5/30,1.7183
2019/5/31,1.7183
2019/6/3,1.7648
2019/6/4,1.7208
2019/6/5,1.6877
2019/6/6,1.6157
2019/6/10,1.7075
2019/6/11,1.7075
2019/6/12,1.7075
2019/6/13,1.6925
2019/6/14,1.5925
2019/6/17,1.4825
2019/6/18,1.4925
2019/6/19,1.4925
2019/6/20,1.4425
2019/6/21,1.3015
2019/6/24,1.1015
2019/6/25,1.1245
2019/6/26,1.0925
2019/6/27,1.063
2019/6/28,1.473
2019/7/1,1.1675
2019/7/2,1.0165
2019/7/3,1.044
2019/7/4,1.011
2019/7/5,1.222
2019/7/8,1.432
2019/7/9,1.76
2019/7/10,1.801
2019/7/11,1.801
2019/7/12,1.861
2019/7/15,2.2435
2019/7/16,2.2935
2019/7/17,2.3935
2019/7/18,2.4545
2019/7/19,2.5095
2019/7/22,2.3523
2019/7/23,2.1023
2019/7/24,2.0213
2019/7/25,2.1213
2019/7/26,2.1213
2019/7/29,2.1213
2019/7/30,2.1133
2019/7/31,2.1733
2019/8/1,2.0433
2019/8/2,2.0299
2019/8/5,1.9399
2019/8/6,1.9049
2019/8/7,1.9078
2019/8/8,1.9073
2019/8/9,1.9549
2019/8/12,1.959
2019/8/13,1.997
2019/8/14,2.019
2019/8/15,1.989
2019/8/16,1.995
2019/8/19,2.115
2019/8/20,2.165
2019/8/21,2.155
2019/8/22,2.116
2019/8/23,2.116
2019/8/26,2.169
2019/8/27,2.199
2019/8/28,2.131
2019/8/29,2.136
2019/8/30,2.136
2019/9/2,2.114
2019/9/3,2.077
2019/9/4,2.107
2019/9/5,2.167
2019/9/6,2.0865
2019/9/9,2.0865
2019/9/10,2.0965
2019/9/11,1.9945
2019/9/12,1.994
2019/9/16,1.961
2019/9/17,2.061
2019/9/18,2.061
2019/9/19,2.0629
2019/9/20,2.0719
2019/9/23,1.9719
2019/9/24,1.7219
2019/9/25,1.6519
2019/9/26,1.6519
2019/9/27,1.7519
2019/9/29,1.7303
2019/9/30,1.8325
2019/10/8,1.9325
2019/10/9,1.8069
2019/10/10,1.8019
2019/10/11,1.6969
2019/10/12,1.6969
2019/10/14,1.6969
2019/10/15,1.8449
2019/10/16,1.8359
2019/10/17,1.7269
2019/10/18,1.7599
2019/10/21,1.9099
2019/10/22,2.0599
2019/10/23,1.9149
2019/10/24,1.7649
2019/10/25,1.7149
2019/10/28,1.6869
2019/10/29,1.6269
2019/10/30,1.6269
2019/10/31,1.9139
2019/11/1,1.8139
2019/11/4,1.7639
2019/11/5,1.7139
2019/11/6,1.7139
2019/11/7,1.7139
2019/11/8,1.7009
2019/11/11,1.6809
2019/11/12,1.9709
2019/11/13,2.1109
2019/11/14,2.1004
2019/11/15,2.1252
2019/11/18,1.9617
2019/11/19,1.8617
2019/11/20,1.7817
2019/11/21,1.7317
2019/11/22,1.8307
2019/11/25,1.8007
2019/11/26,1.8897
2019/11/27,1.7997
2019/11/28,1.7451
2019/11/29,1.8534
2019/12/2,1.7734
2019/12/3,1.8234
2019/12/4,1.6624
2019/12/5,1.5974
2019/12/6,1.7644
2019/12/9,1.915
2019/12/10,1.815
2019/12/11,1.9085
2019/12/12,1.9185
2019/12/13,1.7685
2019/12/16,1.7944
2019/12/17,1.8757
2019/12/18,1.9585
2019/12/19,2.0734
2019/12/20,2.0329
2019/12/23,1.7759
2019/12/24,1.7759
2019/12/25,1.7759
2019/12/26,1.6809
2019/12/27,1.4028
2019/12/30,1.2
2019/12/31,1.2
2020/1/2,1.2
2020/1/3,1.2
2020/1/6,1.3
2020/1/7,1.4202
2020/1/8,1.4202
2020/1/9,1.4214
2020/1/10,1.4014
2020/1/13,1.6367
2020/1/14,1.796
2020/1/15,1.889
2020/1/16,1.844
2020/1/17,1.757
2020/1/19,1.648
2020/1/20,1.548
2020/1/21,1.4955
2020/1/22,1.5416
2020/1/23,1.4316
2020/2/3,1.6973
2020/2/4,1.4973
2020/2/5,1.4973
2020/2/6,1.4673
2020/2/7,1.4413
2020/2/10,1.4413
2020/2/11,1.4421
2020/2/12,1.4031
2020/2/13,1.3251
2020/2/14,1.1381
2020/2/17,1.3071
2020/2/18,1.3071
2020/2/19,1.3071
2020/2/20,1.2691
2020/2/21,1.2211
2020/2/24,1.2291
2020/2/25,1.2791
2020/2/26,1.1761
2020/2/27,1.3461
2020/2/28,1.2517
2020/3/2,1.2517
2020/3/3,1.2517
2020/3/4,1.168
2020/3/5,1.156
2020/3/6,1.156
2020/3/9,1.194
2020/3/10,1.6
2020/3/11,1.6
2020/3/12,1.5742
2020/3/13,1.4287
2020/3/16,1.4287
2020/3/17,1.4287
2020/3/18,1.3087
2020/3/19,1.2917
2020/3/20,1.1542
2020/3/23,1.0542
2020/3/24,1.0542
2020/3/25,1.0929
2020/3/26,1.1042
2020/3/27,1.1542
2020/3/30,1.24
2020/3/31,1.29
2020/4/1,1.2
2020/4/2,1.1
2020/4/3,0.823
2020/4/7,0.673
2020/4/8,0.81
2020/4/9,0.681
2020/4/10,0.781
2020/4/13,0.81
2020/4/14,0.6261
2020/4/15,0.49
2020/4/16,0.46
2020/4/17,0.46
2020/4/20,0.46
2020/4/21,0.46
2020/4/22,0.46
2020/4/23,0.56
2020/4/24,0.61
2020/4/26,0.606
2020/4/27,0.572
2020/4/28,0.622
2020/4/29,0.7108
2020/4/30,0.8808
2020/5/6,0.8808
2020/5/7,0.8808
2020/5/8,0.8808
2020/5/9,0.8808
2020/5/11,0.9068
2020/5/12,0.8338
2020/5/13,0.6838
2020/5/14,0.6984
2020/5/15,0.6838
2020/5/18,0.6838
2020/5/19,0.9838
2020/5/20,0.8188
2020/5/21,0.7028
2020/5/22,0.6928
2020/5/25,0.8553
2020/5/26,1.2053
2020/5/27,1.3553
2020/5/28,1.3533
2020/5/29,1.3483
2020/6/1,0.9483
2020/6/2,0.8482
2020/6/3,1.019
2020/6/4,1.0771
2020/6/5,1.1313
2020/6/8,1.1898
2020/6/9,1.3462
2020/6/10,1.2719
2020/6/11,1.2492
2020/6/12,1.1986
2020/6/15,1.1466
2020/6/16,1.1466
2020/6/17,1.3466
2020/6/18,1.4216
2020/6/19,1.4296
2020/6/22,1.4481
2020/6/23,1.3765
2020/6/24,1.1765
2020/6/28,0.7325
2020/6/29,0.6485
2020/6/30,1.1706
2020/7/1,1.3306
2020/7/2,1.1086
2020/7/3,1.0206
2020/7/6,1.0026
2020/7/7,1.2206
2020/7/8,1.2569
2020/7/9,1.4468
2020/7/10,1.4548
2020/7/13,1.2706
2020/7/14,1.3656
2020/7/15,1.3656
2020/7/16,1.5901
2020/7/17,1.5726
2020/7/20,1.5226
2020/7/21,1.2726
2020/7/22,1.3226
2020/7/23,1.3399
2020/7/24,1.3249
2020/7/27,1.3249
2020/7/28,1.3249
2020/7/29,1.0219
2020/7/30,0.9846
2020/7/31,1.4036
2020/8/3,1.1469
2020/8/4,1.2269
2020/8/5,1.2269
2020/8/6,1.1979
2020/8/7,1.2034
2020/8/10,1.2754
2020/8/11,1.4254
2020/8/12,1.4254
2020/8/13,1.3754
2020/8/14,1.3754
2020/8/17,1.3254
2020/8/18,1.2254
2020/8/19,1.2704
2020/8/20,1.3794
2020/8/21,1.4172
2020/8/24,1.4504
2020/8/25,1.1504
2020/8/26,1.1504
2020/8/27,1.1504
2020/8/28,1.0184
2020/8/31,1.4504
2020/9/1,1.0504
2020/9/2,1.1204
2020/9/3,1.0419
2020/9/4,1.0519
2020/9/7,1.0019
2020/9/8,0.9504
2020/9/9,1.0004
2020/9/10,0.912
2020/9/11,0.762
2020/9/14,0.562
2020/9/15,0.812
2020/9/16,0.812
2020/9/17,1.062
2020/9/18,1.162
2020/9/21,1.265
2020/9/22,1.347
2020/9/23,0.947
2020/9/24,0.757
2020/9/25,0.446
2020/9/27,0.446
2020/9/28,0.446
2020/9/29,0.757
2020/9/30,1.857
2020/10/9,1.1537
2020/10/10,1.1537
2020/10/12,1.0537
2020/10/13,1.0037
2020/10/14,1.1037
2020/10/15,1.2047
2020/10/16,1.2547
2020/10/19,1.2547
2020/10/20,1.3425
2020/10/21,1.3547
2020/10/22,1.2047
2020/10/23,1.1047
2020/10/26,1.2547
2020/10/27,1.7047
2020/10/28,1.7047
2020/10/29,1.6975
2020/10/30,2.0475
2020/11/2,1.9077
2020/11/3,1.7077
2020/11/4,1.5577
2020/11/5,1.5577
2020/11/6,1.6077
2020/11/9,1.8077
2020/11/10,1.9077
2020/11/11,1.9077
2020/11/12,1.9169
2020/11/13,1.9969
2020/11/16,1.7259
2020/11/17,1.4958
2020/11/18,1.3958
2020/11/19,1.4958
2020/11/20,1.3958
2020/11/23,1.341
2020/11/24,1.2958
2020/11/25,1.0958
2020/11/26,0.9958
2020/11/27,0.8782
2020/11/30,1.1982
2020/12/1,0.9958
2020/12/2,0.9738
2020/12/3,1.1328
2020/12/4,1.3178
2020/12/7,1.0178
2020/12/8,1.3511
2020/12/9,1.1931
2020/12/10,1.1596
2020/12/11,1.2853
2020/12/14,1.3511
2020/12/15,1.3511
2020/12/16,0.9532
2020/12/17,0.9532
